Date,Views,Watch time (hours),Average view duration,Estimated revenue (USD),Video title,Video publish time,Duration,Video views,Watch time (hours)
,,,,,DUI Record Disrupts Family Holiday | Border Security: Canada's Front Line,15-Jun-22,1276,35614,8052.6556
,,,,,Past Convictions Catch Up | Border Security: Canada's Front Line,30-Nov-22,1306,35414,9381.5533
,,,,,Logging Accident Head Injury Rescue! | Coast Guard Alaska | Full Episode,5-Aug-20,2554,35156,13505.2694
,,,,,Rough Takedown! | NightGuard Security Season 1 Episode 8 | Full Episode,28-Nov-20,2660,35105,10809.5224
,,,,,Banned for Bringing Food - Border Security Australia - DangerTV,18-Sep-24,6925,34912,25162.0311
,,,,,Smuggling into Monday - Border Security Live,20-Aug-24,5609,34787,18589.8298
,,,,,Man Stood Up by Internet Bride | Border Security: Australia's Front Line,24-Jun-22,1356,34615,7816.6919
,,,,,Hunting Undocumented Workers | Border Security: Australia's Front Line,11-Jun-23,1486,34588,10208.5972
,,,,,Dripping in Sweat - Border Security Australia | DangerTV,19-Nov-24,1411,34395,7394.2014
,,,,,Boxer Busted Over Testosterone Smuggle - Border Security Australia,7-Sep-24,1411,34365,8063.5244
,,,,,Cardiac Arrest Cruise Ship Clearwater Rescue! | Coast Guard Florida | Full Episode,15-Aug-20,2553,34136,11735.4498
,,,,,Border Agents Protecting the Border from Smugglers | Border Patrol | Locked Up Abroad,7-Nov-19,1382,33951,5198.6691
,,,,,Medivac Air Rescue! | Coast Guard Alaska | Full Episode,5-Aug-20,2553,33788,13165.0022
,,,,,Daring Drug Smugglers Captured At Border! | UK Border Force,8-Jul-19,1389,33701,6034.8182
,,,,,Fake Marriage for Passport? Border Security Australia,1-Oct-24,1390,33541,7625.2407
,,,,,Border Security finds $200k worth of Cocaine in Her Belly! #smuggling #concealment #airportsecurity,17-Jan-24,50,33411,374.3498
,,,,,Big Terror? - DangerTV - Border Security Australia,22-Nov-24,1301,33240,6836.4208
,,,,,Toilet Trouble | NightGuard Security Season 1 Episode 6 | Full Episode,21-Nov-20,2471,33169,11375.073
,,,,,Deadly ATV Accident | Coast Guard Alaska | Full Episode,20-Jul-20,2554,32980,12271.1148
,,,,,UK Border Force | Expelled from the Country! | Season 2 Episode 4 - Full Episode,12-Apr-21,2660,32331,11852.374
,,,,,Boat Stuck in Heavy Waves Rescued | Coast Guard Alaska | Full Episode,18-Jul-20,2553,32239,13037.9319
,,,,,MMA Training | NightGuard Security Season 1 Episode 10 | Full Episode,4-Dec-20,2768,32210,13530.7284
,,,,,Border Security rips apart luggage and finds tons of bad stuff | Border Security: Australia's Front,2-Jun-24,1445,31996,6491.8609
,,,,,Heavily armed American family stopped at Canadian border.,6-Apr-23,38,31824,297.5018
,,,,,What happens when you can't unlock your phone at the border?,19-Mar-23,58,31821,441.121
,,,,,Couple Tries Bringing Weed Across Border | Border Security: Canada's Front Line,21-May-22,1301,31812,7684.4792
,,,,,Border Agents Search For Smugglers at Manchester Airport | Border Patrol,26-Jul-19,1384,31741,5385.9598
,,,,,Missing | NightGuard Security Season 1 Episode 2 | Full Episode,30-Oct-20,2472,31632,9053.2432
,,,,,UK Border Force Customs Agents Crackdown on Illegal Workers,5-Dec-19,2672,31492,12095.1929
,,,,,Lookin' For a Fight - Border Security Australia | DangerTV,15-Nov-24,1325,31461,6612.6454
,,,,,Running of the Bulls is Back! | Day 1 | Full Run 2022,7-Jul-22,200,31253,1073.9024
,,,,,Border Force confiscates Iranian Spices #smuggling #airportsecurity #bordersecurity,7-Jan-24,48,30959,323.0251
,,,,,Rescued from a Cruise Ship! | Coast Guard Alaska | Full Episode,27-Jun-20,2553,30850,11511.8342
,,,,,DangerTV - The Most Dangerous Place on Youtube!,5-Apr-22,31,30741,171.4306
,,,,,Mexican Drug Courier? | Border Security: Canada's Front Line,19-Nov-22,1306,30707,7188.027
,,,,,Matadors get Gored by Bulls | Spanish Bull Fighting Legends! | Part 1,5-Dec-19,2771,30680,4398.1057
,,,,,Family Business | NightGuard Security Season 1 Episode 1 Premier | Full Episode,23-Oct-20,2615,30345,9002.2922
,,,,,Sri Lanka Long Range Patrol Undergo World's Toughest Training | Special Forces,12-Apr-18,2861,30195,3586.2847
,,,,,Suspicious traveler gets a once over - Part Three,29-Mar-24,31,30174,227.5785
,,,,,Coast Guard Rescues Their Own Ship | Coast Guard: Cape Disappointment,23-Sep-20,2554,29769,9507.5212
,,,,,Agents Escalate Search After Meth Pipe Discovery | Border Security: Canada's Front Line,3-Apr-22,1311,29663,7338.2431
,,,,,Fungal Invasion - Border Patrol Binge,6-Oct-24,5550,29559,15953.1252
,,,,,Border Security breaks open blender looking for suspicious goods #bordersecurityaustralia,7-May-24,58,29518,398.0032
,,,,,What Did He Swallow?? - Wednesday Border Patrol Binge,3-Oct-24,5476,29486,19000.1695
,,,,,Strict Border Agent Questions Illegal Immigrant | UK Border Force,1-Jul-19,2649,28817,10674.1978
,,,,,New Zealand's Deadly Whakaari Volcano Eruption | Stories Of Survival,3-Mar-23,3151,28743,6960.3994
,,,,,Uncovering 2015 Bermuda Triangle Shipwreck | The Salvage Masters,30-Jun-23,2761,28504,5865.1644
,,,,,What Went Wrong | The Grenfell Tower Fire,10-Jul-23,2765,28432,6139.732
,,,,,Guns and Ammo Raise Eyebrows | Border Security: Canada's Front Line,9-Dec-22,1306,28180,6556.683
,,,,,Marine Team Searches Ship Loaded with Guns | Border Security: Canada's Front Line,13-May-22,1301,28057,6341.8764
,,,,,Veteran Cuffed After Glock Discovery | Border Security: Canada's Front Line,24-Oct-22,1306,28056,5498.9776
,,,,,Trauma Hoist Rescue! | Coast Guard Alaska | Full Episode,22-Jul-20,2554,27608,10856.9258
,,,,,Border Agents Scrub 747 | Border Security: Canada's Front Line,23-Apr-22,1286,27472,6509.036
,,,,,Agents Stop Snoop Dogg's Cousin | Border Security: Canada's Front Line,29-Apr-22,1306,27251,6356.0462
,,,,,Big Bust Marathon - Four Episodes! - DangerTV - Border Security,22-Sep-24,5459,27207,14584.4516
,,,,,Haters Gonna Hate | Border Security: Canada's Front Line,5-Nov-22,1306,26738,5804.9063
,,,,,Medivac Rescue! | Coast Guard Alaska | Full Episode,4-Jul-20,2553,26729,10321.7559
,,,,,The Airport Security Check says No Self Defense for You!,5-Dec-23,30,26691,181.6307
,,,,,100 Foot Wave | Nazare Calling | Full Length Documentary,19-Sep-21,3485,26625,3640.1913
,,,,,Banned for past crimes - Border Security Australia,29-Sep-24,1400,26539,5875.4009
,,,,,Ghostbusters | Border Security: Canada's Front Line,14-Dec-22,1306,26422,6467.6311
,,,,,Busted - Go to Trial - Border Security Australia - Border Security Australia,31-Oct-24,5451,26360,14607.6356
,,,,,Why So Serious? - Border Patrol Binge,8-Oct-24,5349,26333,15965.3375
,,,,,Searching for Bridge Jumper in Shark Infested Waters! | Coast Guard Florida | Full Episode,28-Aug-20,2553,26268,8296.2254
,,,,,Hurricane Katrina New Orleans Hospital Disaster | Trapped Emergency | Nature Documentary,27-Apr-18,2986,26069,6208.5658
,,,,,Airport Security confiscates millions of Yen from traveler #bordersecurity #moneyheist #paycheck,30-Dec-23,39,25959,184.3561
,,,,,Death Sentence #borderpatrol #uk,21-Aug-23,46,25677,310.0866
,,,,,Agents Make Discovery on American Tug | Border Security: Canada's Front Line,15-May-22,1301,25673,6360.6902
,,,,,Dangerous Accident Rescue! | Coast Guard Alaska | Full Episode,24-Jul-20,2554,25660,10436.3049
,,,,,Bag spilling with food surprises Border Security in Australia #borderpatrol,23-Apr-24,56,25477,283.5579
,,,,,Border Security tears apart machine parts #smuggling #bordersecurity #borderpatrol,1-Apr-24,55,25445,319.1287
,,,,,Party Boy Profiling!,27-Dec-23,44,25339,259.4407
,,,,,Past Crimes - Border Security Australia,30-Jul-24,1356,25300,5063.5068
,,,,,Border Patrol uncovers heroin hidden in makeup #borderpatrol #customs #smuggling,1-Feb-24,35,25280,241.2752
,,,,,End of Weekend Border Binge!,20-Oct-24,5613,25126,13118.9582
,,,,,Really stupid way to smuggle drugs #smuggling #bordersecurity,29-Dec-23,38,25122,248.0466
,,,,,Warrant Issued - Friday Afternoon Border Binge,18-Oct-24,5483,25013,13968.7512
,,,,,This is why you can't bring fluids on planes #airportlife #bordersecurity #airportsecurity,4-Jan-24,25,24902,172.8476
,,,,,Australian Border Marathon - From Student Visas to LOTS of contraband,3-Sep-24,5554,24775,11894.4323
,,,,,Lip FillerÊ - Border Security Australia | DangerTV,12-Nov-24,1416,24734,5507.4043
,,,,,Hillbilly Heroin - Border Security Australia | DangerTV,7-Nov-24,1356,24640,5006.3083
,,,,,Ferrari Tests Positive Drugs | Border Security: Australia's Front Line,18-Jul-22,1276,24361,5295.3663
,,,,,Belly Full of Bad Ideas - Border Security Australia | DangerTV,11-Nov-24,1316,24356,4948.3131
,,,,,Banned for Three Years - Border Security Australia,29-Oct-24,5515,24310,11179.4688
,,,,,Coast Guard Swimmer Rescue! | Coast Guard PNW - Cape Disappointment Pacific Northwest | Full Episode,7-Sep-20,2553,24110,8373.765
,,,,,Make sure you declare the clothes you are wearing too!,19-Jul-24,45,24074,260.7847
,,,,,Police Dog Famous for Hunting Killers | London K-9 Unit,20-Nov-21,2775,24069,6128.8948
,,,,,Family Lost in the Wilderness - Rescue | Coast Guard Alaska | Full Episode,31-Jul-20,2553,24064,9102.7171
,,,,,What exactly is in her shoes?? #smuggling #airportsecurity #borderforce,5-Jan-24,44,24053,253.6956
,,,,,8 Years in Prison - Weekend Border Binge!,26-Oct-24,5340,24019,12571.7043
,,,,,Is she a real model? - Thursday Border Patrol Binge,3-Oct-24,5530,23826,11458.1502
,,,,,Guess Who's Smuggling Hash Brownies? | Border Security: Canada's Front Line,26-Oct-22,1306,23750,5598.8318
,,,,,Is Adultery Illegal in Canada? He's about to find out! #adultry #bordersecurity #customs,2-Jan-24,43,23722,246.493
,,,,,Sunday at the Canadian Border - Border Security Canada,30-Sep-24,5255,23466,12226.1447
,,,,,They'll just ship Khat as anything #khat #bordersecurity #smuggling #concealment,1-Jan-24,38,23311,215.6016
,,,,,Hunting Poachers & Human Traffickers | Border Security: Australia's Front Line,8-Oct-22,1341,23143,6050.1961
,,,,,Missing Man Rescue! | Coast Guard Alaska | Full Episode,7-Aug-20,2554,22878,9138.3507
,,,,,"If you go to Malaysia, they will scan your belly",30-Nov-23,45,22739,218.1729
,,,,,Sinking Ship Rescue! | Coast Guard Alaska | Full Episode,3-Aug-20,2553,22710,9413.3697
,,,,,Border Security Australia rips apart bags looking for sausages #sausage #border,2-May-24,30,22690,189.7565
,,,,,Tattoo Artist Planning to Work Illegally in Canada | Border Security: Canada's Front Line,10-Jun-22,1301,22687,5487.668
,,,,,Border Patrol tears apart RV looking for illicit crumbs #borderpatrol #bordersecuritycanada,16-Apr-24,58,22370,277.9724
,,,,,They Don't Sell That Here - Border Dinner Ingredient Broadcast,16-Oct-24,5520,22055,11527.3297
,,,,,Hunter With Illegal Guns? | Border Security: Canada's Front Line,27-May-22,1311,21904,5417.4154
,,,,,"Go ahead, frisk me baby! #customs #airportlife #blinddate",29-Jan-24,15,21807,123.7623
,,,,,This kid is brave #smuggling #bordersecurity #marijuanalegalization,1-Jan-24,53,21687,220.0225
,,,,,Counterfeit Passport | Border Security: Australia's Front Line,18-Jun-22,1366,21537,3658.2137
,,,,,Dog Rescue at Sea! | Coast Guard PNW - Cape Disappointment Pacific Northwest | Full Episode,5-Sep-20,2553,21525,8027.8702
,,,,,Tobacco Raid | Border Security: Australia's Front Line,21-Aug-22,1390,21501,5731.6912
,,,,,Border Agents Break out Machine Guns | Border Security: Australia's Front Line,29-Aug-22,1325,21481,5494.0912
,,,,,Border Patrol cracks down on Illegal immigration - UK Border Force,25-Sep-24,5405,21424,8123.6077
,,,,,It's like medicinal man ... Border Security Australia,23-Sep-24,7011,21352,11671.2399
,,,,,Fisherman Stopped With Drugs | Border Security: Canada's Front Line,23-May-22,1301,21332,5093.355
,,,,,Mushrooms and Coke - Hump Day Border Binge!!!,23-Oct-24,5918,21214,11337.1123
,,,,,72 Hours Behind the Scenes of an Iraqi War ER Unit,5-Dec-19,2972,21065,5192.4725
,,,,,Traces of Cocaine on Snowboarder's ID | Border Security: Canada's Front Line,27-Apr-22,1301,21029,5005.8097
,,,,,Is the juice hiding the juice? #canadaborder #smuggling,9-Apr-24,38,20926,202.7747
,,,,,Broken the Law? You can't go to Canada! #bordersecurity #airportsecurity #customs,9-Jan-24,36,20801,171.0336
,,,,,Sunday Morning Border Security,19-Aug-24,5535,20382,11032.845
,,,,,Lady Gaga Super Fan or Something More? | Border Security: Canada's Front Line,31-Oct-22,1306,20341,4720.2744
,,,,,Money Sniffing Police Dog | Border Security: Canada's Front Line,9-May-22,1301,20177,4810.9371
,,,,,Customs Finds a...Tiger Head? | Border Security: Canada's Front Line,30-Oct-22,1306,20174,4746.7191
,,,,,Man Swallows Cocaine Packets | Border Security: Australia's Front Line,20-Jun-22,1330,20148,4182.5232
,,,,,Border Security spots something suspicious in some packages #smugglingÊ #bordersecurityaustralia,29-Apr-24,21,20054,116.0905
,,,,,Long-Range Container Ship Medivac | Coast Guard: Cape Disappointment,12-Sep-20,2553,19836,7429.5315
,,,,,From Bali to the Bathroom - Is she smuggling? #borderforce #bordersecurity #bali,15-Jan-24,42,19628,184.209
,,,,,Man Crushed by Motorcycle Rescue! | Coast Guard Alaska | Full Episode,27-Jul-20,2553,19529,7916.2413
